0,8,9,6250
0,9,10,6250
0,10,11,6250
0,11,12,6250
0,12,13,6250
0,13,14,6250
0,14,15,6250
0,15,16,6250
0,16,17,6250
0,17,18,6250
0,18,19,6250
0,19,20,6250
0,20,21,6250
0,21,22,6250
0,22,23,6250
0,23,8,6250
1,8,9,6250
1,9,10,6250
1,10,11,6250
1,11,12,6250
1,12,13,6250
1,13,14,6250
1,14,15,6250
1,15,16,6250
1,16,17,6250
1,17,18,6250
1,18,19,6250
1,19,20,6250
1,20,21,6250
1,21,22,6250
1,22,23,6250
1,23,8,6250
2,8,9,6250
2,9,10,6250
2,10,11,6250
2,11,12,6250
2,12,13,6250
2,13,14,6250
2,14,15,6250
2,15,16,6250
2,16,17,6250
2,17,18,6250
2,18,19,6250
2,19,20,6250
2,20,21,6250
2,21,22,6250
2,22,23,6250
2,23,8,6250
3,8,9,6250
3,9,10,6250
3,10,11,6250
3,11,12,6250
3,12,13,6250
3,13,14,6250
3,14,15,6250
3,15,16,6250
3,16,17,6250
3,17,18,6250
3,18,19,6250
3,19,20,6250
3,20,21,6250
3,21,22,6250
3,22,23,6250
3,23,8,6250
4,8,9,6250
4,9,10,6250
4,10,11,6250
4,11,12,6250
4,12,13,6250
4,13,14,6250
4,14,15,6250
4,15,16,6250
4,16,17,6250
4,17,18,6250
4,18,19,6250
4,19,20,6250
4,20,21,6250
4,21,22,6250
4,22,23,6250
4,23,8,6250
5,8,9,6250
5,9,10,6250
5,10,11,6250
5,11,12,6250
5,12,13,6250
5,13,14,6250
5,14,15,6250
5,15,16,6250
5,16,17,6250
5,17,18,6250
5,18,19,6250
5,19,20,6250
5,20,21,6250
5,21,22,6250
5,22,23,6250
5,23,8,6250
6,8,9,6250
6,9,10,6250
6,10,11,6250
6,11,12,6250
6,12,13,6250
6,13,14,6250
6,14,15,6250
6,15,16,6250
6,16,17,6250
6,17,18,6250
6,18,19,6250
6,19,20,6250
6,20,21,6250
6,21,22,6250
6,22,23,6250
6,23,8,6250
7,8,9,6250
7,9,10,6250
7,10,11,6250
7,11,12,6250
7,12,13,6250
7,13,14,6250
7,14,15,6250
7,15,16,6250
7,16,17,6250
7,17,18,6250
7,18,19,6250
7,19,20,6250
7,20,21,6250
7,21,22,6250
7,22,23,6250
7,23,8,6250
8,8,9,6250
8,9,10,6250
8,10,11,6250
8,11,12,6250
8,12,13,6250
8,13,14,6250
8,14,15,6250
8,15,16,6250
8,16,17,6250
8,17,18,6250
8,18,19,6250
8,19,20,6250
8,20,21,6250
8,21,22,6250
8,22,23,6250
8,23,8,6250
9,8,9,6250
9,9,10,6250
9,10,11,6250
9,11,12,6250
9,12,13,6250
9,13,14,6250
9,14,15,6250
9,15,16,6250
9,16,17,6250
9,17,18,6250
9,18,19,6250
9,19,20,6250
9,20,21,6250
9,21,22,6250
9,22,23,6250
9,23,8,6250
10,8,9,6250
10,9,10,6250
10,10,11,6250
10,11,12,6250
10,12,13,6250
10,13,14,6250
10,14,15,6250
10,15,16,6250
10,16,17,6250
10,17,18,6250
10,18,19,6250
10,19,20,6250
10,20,21,6250
10,21,22,6250
10,22,23,6250
10,23,8,6250
11,8,9,6250
11,9,10,6250
11,10,11,6250
11,11,12,6250
11,12,13,6250
11,13,14,6250
11,14,15,6250
11,15,16,6250
11,16,17,6250
11,17,18,6250
11,18,19,6250
11,19,20,6250
11,20,21,6250
11,21,22,6250
11,22,23,6250
11,23,8,6250
12,8,9,6250
12,9,10,6250
12,10,11,6250
12,11,12,6250
12,12,13,6250
12,13,14,6250
12,14,15,6250
12,15,16,6250
12,16,17,6250
12,17,18,6250
12,18,19,6250
12,19,20,6250
12,20,21,6250
12,21,22,6250
12,22,23,6250
12,23,8,6250
13,8,9,6250
13,9,10,6250
13,10,11,6250
13,11,12,6250
13,12,13,6250
13,13,14,6250
13,14,15,6250
13,15,16,6250
13,16,17,6250
13,17,18,6250
13,18,19,6250
13,19,20,6250
13,20,21,6250
13,21,22,6250
13,22,23,6250
13,23,8,6250
14,8,9,6250
14,9,10,6250
14,10,11,6250
14,11,12,6250
14,12,13,6250
14,13,14,6250
14,14,15,6250
14,15,16,6250
14,16,17,6250
14,17,18,6250
14,18,19,6250
14,19,20,6250
14,20,21,6250
14,21,22,6250
14,22,23,6250
14,23,8,6250
15,8,9,6250
15,9,10,6250
15,10,11,6250
15,11,12,6250
15,12,13,6250
15,13,14,6250
15,14,15,6250
15,15,16,6250
15,16,17,6250
15,17,18,6250
15,18,19,6250
15,19,20,6250
15,20,21,6250
15,21,22,6250
15,22,23,6250
15,23,8,6250
16,8,9,6250
16,9,10,6250
16,10,11,6250
16,11,12,6250
16,12,13,6250
16,13,14,6250
16,14,15,6250
16,15,16,6250
16,16,17,6250
16,17,18,6250
16,18,19,6250
16,19,20,6250
16,20,21,6250
16,21,22,6250
16,22,23,6250
16,23,8,6250
17,8,9,6250
17,9,10,6250
17,10,11,6250
17,11,12,6250
17,12,13,6250
17,13,14,6250
17,14,15,6250
17,15,16,6250
17,16,17,6250
17,17,18,6250
17,18,19,6250
17,19,20,6250
17,20,21,6250
17,21,22,6250
17,22,23,6250
17,23,8,6250
18,8,9,6250
18,9,10,6250
18,10,11,6250
18,11,12,6250
18,12,13,6250
18,13,14,6250
18,14,15,6250
18,15,16,6250
18,16,17,6250
18,17,18,6250
18,18,19,6250
18,19,20,6250
18,20,21,6250
18,21,22,6250
