688,48,Y,4878,0.16228225135185306
48,16,N,3560,0.1184347713842962
48,688,Y,3051,0.10150126053187858
48,17,N,2944,0.09794156375150789
16,48,N,2056,0.06839940729385198
17,48,N,2012,0.0669356067486528
49,19,N,368,0.012242695468938487
16,5,N,336,0.011178113254248183
16,9,N,304,0.010113531039557878
16,13,N,304,0.010113531039557878
50,20,N,304,0.010113531039557878
51,23,N,288,0.009581239932212727
16,6,N,272,0.009048948824867576
16,15,N,256,0.008516657717522424
16,8,N,248,0.008250512163849848
16,3,N,240,0.007984366610177273
17,13,N,240,0.007984366610177273
51,22,N,240,0.007984366610177273
694,49,Y,228,0.007585148279668409
16,4,N,224,0.00745207550283212
17,8,N,224,0.00745207550283212
17,12,N,224,0.00745207550283212
17,15,N,224,0.00745207550283212
693,50,Y,216,0.007185929949159546
16,10,N,208,0.0069197843954869704
17,11,N,208,0.0069197843954869704
50,21,N,208,0.0069197843954869704
692,51,Y,204,0.006786711618650682
16,0,N,192,0.006387493288141819
17,1,N,192,0.006387493288141819
691,51,Y,192,0.006387493288141819
688,305,Y,189,0.006287688705514602
688,306,Y,189,0.006287688705514602
689,49,Y,168,0.005589056627124092
690,50,Y,168,0.005589056627124092
16,12,N,160,0.005322911073451515
17,0,N,160,0.005322911073451515
17,3,N,160,0.005322911073451515
49,18,N,160,0.005322911073451515
688,307,Y,153,0.005090033713988012
5,16,N,144,0.004790619966106364
10,17,N,144,0.004790619966106364
16,11,N,144,0.004790619966106364
17,2,N,144,0.004790619966106364
17,6,N,144,0.004790619966106364
17,7,N,144,0.004790619966106364
17,9,N,144,0.004790619966106364
688,309,Y,144,0.004790619966106364
1,16,N,136,0.004524474412433788
6,16,N,136,0.004524474412433788
688,304,Y,135,0.004491206218224715
688,308,Y,135,0.004491206218224715
3,17,N,132,0.0043914016355975
17,5,N,128,0.004258328858761212
17,10,N,128,0.004258328858761212
17,14,N,128,0.004258328858761212
14,16,N,120,0.0039921833050886365
2,16,N,112,0.00372603775141606
6,17,N,112,0.00372603775141606
11,16,N,108,0.003592964974579773
13,17,N,108,0.003592964974579773
0,16,N,104,0.0034598921977434852
4,17,N,104,0.0034598921977434852
5,17,N,104,0.0034598921977434852
7,17,N,104,0.0034598921977434852
8,17,N,104,0.0034598921977434852
4,16,N,100,0.0033268194209071966
16,1,N,96,0.0031937466440709094
16,2,N,96,0.0031937466440709094
0,17,N,88,0.002927601090398333
12,17,N,88,0.002927601090398333
1,17,N,80,0.0026614555367257577
3,16,N,80,0.0026614555367257577
9,16,N,80,0.0026614555367257577
10,16,N,80,0.0026614555367257577
11,37,N,80,0.0026614555367257577
13,16,N,80,0.0026614555367257577
15,30,N,80,0.0026614555367257577
15,37,N,80,0.0026614555367257577
16,7,N,80,0.0026614555367257577
17,4,N,80,0.0026614555367257577
15,17,N,76,0.0025283827598894695
2,17,N,72,0.002395309983053182
11,17,N,72,0.002395309983053182
14,17,N,72,0.002395309983053182
3,24,N,64,0.002129164429380606
3,29,N,64,0.002129164429380606
5,38,N,64,0.002129164429380606
7,16,N,64,0.002129164429380606
7,35,N,64,0.002129164429380606
8,36,N,64,0.002129164429380606
8,37,N,64,0.002129164429380606
13,26,N,64,0.002129164429380606
13,29,N,64,0.002129164429380606
13,37,N,64,0.002129164429380606
16,14,N,64,0.002129164429380606
8,39,N,56,0.00186301887570803
12,16,N,56,0.00186301887570803
88,17,N,56,0.00186301887570803
100,16,N,56,0.00186301887570803
304,692,Y,54,0.0017964824872898865
