0,688,689,100,100,0,40024,40024,TRUE
1,688,690,100,100,0,40031,40031,TRUE
2,688,691,100,100,0,40024,40024,TRUE
3,688,692,100,100,0,40026,40026,TRUE
4,688,693,100,100,0,40038,40038,TRUE
5,688,694,100,100,0,40031,40031,TRUE
6,688,695,100,100,0,40045,40045,TRUE
7,688,696,100,100,0,1993,1993,TRUE
8,688,697,100,100,0,42065,42065,TRUE
9,688,698,100,100,0,42014,42014,TRUE
10,688,699,100,100,0,42053,42053,TRUE
11,688,700,100,100,0,23622,23622,TRUE
12,688,701,100,100,0,42030,42030,TRUE
13,688,702,100,100,0,23632,23632,TRUE
14,688,703,100,100,0,2005,2005,TRUE
15,688,704,100,100,0,2011,2011,TRUE
16,688,705,100,100,0,42171,42171,TRUE
17,688,706,100,100,0,42048,42048,TRUE
18,688,707,100,100,0,42027,42027,TRUE
19,688,708,100,100,0,42085,42085,TRUE
20,688,709,100,100,0,42059,42059,TRUE
21,688,710,100,100,0,42017,42017,TRUE
22,688,711,100,100,0,2020,2020,TRUE
23,688,712,100,100,0,2032,2032,TRUE
24,688,713,100,100,0,23629,23629,TRUE
25,688,714,100,100,0,42033,42033,TRUE
26,688,715,100,100,0,42100,42100,TRUE
27,688,716,100,100,0,23645,23645,TRUE
28,688,717,100,100,0,42056,42056,TRUE
29,688,718,100,100,0,42024,42024,TRUE
30,688,719,100,100,0,2047,2047,TRUE
31,688,720,100,100,0,2038,2038,TRUE
32,688,721,100,100,0,42041,42041,TRUE
33,688,722,100,100,0,42069,42069,TRUE
34,688,723,100,100,0,42138,42138,TRUE
35,688,724,100,100,0,42062,42062,TRUE
36,688,725,100,100,0,42076,42076,TRUE
37,688,726,100,100,0,23655,23655,TRUE
38,688,727,100,100,0,2059,2059,TRUE
39,688,728,100,100,0,2065,2065,TRUE
40,688,729,100,100,0,23651,23651,TRUE
41,688,730,100,100,0,23672,23672,TRUE
42,688,731,100,100,0,42141,42141,TRUE
43,688,732,100,100,0,42021,42021,TRUE
44,688,733,100,100,0,42088,42088,TRUE
45,688,734,100,100,0,42124,42124,TRUE
46,688,735,100,100,0,2074,2074,TRUE
47,688,736,100,100,0,2083,2083,TRUE
48,688,737,100,100,0,42150,42150,TRUE
49,688,738,100,100,0,42118,42118,TRUE
50,688,739,100,100,0,42121,42121,TRUE
51,688,740,100,100,0,42094,42094,TRUE
52,688,741,100,100,0,23661,23661,TRUE
53,688,742,100,100,0,42204,42204,TRUE
54,688,743,100,100,0,2092,2092,TRUE
55,688,744,100,100,0,2104,2104,TRUE
56,688,745,100,100,0,42044,42044,TRUE
57,688,746,100,100,0,42106,42106,TRUE
58,688,747,100,100,0,42036,42036,TRUE
59,688,748,100,100,0,42082,42082,TRUE
60,688,749,100,100,0,42133,42133,TRUE
61,688,750,100,100,0,42103,42103,TRUE
62,688,751,100,100,0,2116,2116,TRUE
63,688,752,100,100,0,2120,2120,TRUE
64,688,753,100,100,0,23687,23687,TRUE
65,688,754,100,100,0,23701,23701,TRUE
66,688,755,100,100,0,23648,23648,TRUE
67,688,756,100,100,0,42112,42112,TRUE
68,688,757,100,100,0,23711,23711,TRUE
69,688,758,100,100,0,42079,42079,TRUE
70,688,759,100,100,0,2128,2128,TRUE
71,688,760,100,100,0,2137,2137,TRUE
72,688,761,100,100,0,42233,42233,TRUE
73,688,762,100,100,0,42097,42097,TRUE
74,688,763,100,100,0,23717,23717,TRUE
75,688,764,100,100,0,42189,42189,TRUE
76,688,765,100,100,0,42109,42109,TRUE
77,688,766,100,100,0,42091,42091,TRUE
78,688,767,100,100,0,2146,2146,TRUE
79,688,768,100,100,0,2155,2155,TRUE
80,688,769,100,100,0,42186,42186,TRUE
81,688,770,100,100,0,42168,42168,TRUE
82,688,771,100,100,0,23729,23729,TRUE
83,688,772,100,100,0,42127,42127,TRUE
84,688,773,100,100,0,42207,42207,TRUE
85,688,774,100,100,0,42265,42265,TRUE
86,688,775,100,100,0,2167,2167,TRUE
87,688,776,100,100,0,2173,2173,TRUE
88,688,777,100,100,0,42250,42250,TRUE
89,688,778,100,100,0,23666,23666,TRUE
90,688,779,100,100,0,42073,42073,TRUE
91,688,780,100,100,0,42147,42147,TRUE
92,688,781,100,100,0,42174,42174,TRUE
93,688,782,100,100,0,42115,42115,TRUE
94,688,783,100,100,0,2185,2185,TRUE
95,688,784,100,100,0,2191,2191,TRUE
96,688,785,100,100,0,42227,42227,TRUE
97,688,786,100,100,0,42130,42130,TRUE
98,688,787,100,100,0,23738,23738,TRUE
99,688,788,100,100,0,23669,23669,TRUE
100,688,789,100,100,0,42144,42144,TRUE
101,688,790,100,100,0,42156,42156,TRUE
102,688,791,100,100,0,2203,2203,TRUE
103,688,792,100,100,0,2209,2209,TRUE
104,688,793,100,100,0,42281,42281,TRUE
105,688,794,100,100,0,42183,42183,TRUE
106,688,795,100,100,0,42201,42201,TRUE
107,688,796,100,100,0,42153,42153,TRUE
108,688,797,100,100,0,23750,23750,TRUE
109,688,798,100,100,0,42177,42177,TRUE
110,688,799,100,100,0,2221,2221,TRUE
111,688,800,100,100,0,2227,2227,TRUE
112,688,801,100,100,0,42198,42198,TRUE
113,688,802,100,100,0,23706,23706,TRUE
114,688,803,100,100,0,42159,42159,TRUE
115,688,804,100,100,0,23766,23766,TRUE
116,688,805,100,100,0,23698,23698,TRUE
117,688,806,100,100,0,23658,23658,TRUE
118,688,807,100,100,0,2239,2239,TRUE
119,688,808,100,100,0,2245,2245,TRUE
120,688,809,100,100,0,42301,42301,TRUE
121,688,810,100,100,0,42237,42237,TRUE
122,688,811,100,100,0,42257,42257,TRUE
123,688,812,100,100,0,42162,42162,TRUE
124,688,813,100,100,0,42195,42195,TRUE
125,688,814,100,100,0,42241,42241,TRUE
126,688,815,100,100,0,2257,2257,TRUE
127,688,816,100,100,0,2263,2263,TRUE
128,688,817,100,100,0,42293,42293,TRUE
129,688,818,100,100,0,23682,23682,TRUE
130,688,819,100,100,0,42217,42217,TRUE
131,688,820,100,100,0,42221,42221,TRUE
132,688,821,100,100,0,23714,23714,TRUE
133,688,822,100,100,0,23762,23762,TRUE
134,688,823,100,100,0,2272,2272,TRUE
135,688,824,100,100,0,2281,2281,TRUE
136,688,825,100,100,0,42230,42230,TRUE
137,688,826,100,100,0,23774,23774,TRUE
138,688,827,100,100,0,42192,42192,TRUE
